,Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text,Question
1723,1723,36,0.327699989,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['set', 'nearly', 'sort', 'data', 'algorithm', 'would', 'ideal', 'for', 'sort', 'nearly', 'sort', 'datum', 'quick', 'heap', 'sort', 'insertion', 'sort', 'bubble']","Cameron has a set of nearly sorted data. Which algorithm would be ideal for sorting a nearly sorted data?
"
1724,1724,29,0.143800005,"for, time, complexity, search, runtime, function, none, follow, correct, give","['follow', 'efficient', 'time', 'complexity', 'for', 'large', 'number', 'item', 'log', 'log']","Which of the following is the most efficient time complexity, for a large number of items?
"
1725,1725,29,0.220799997,"for, time, complexity, search, runtime, function, none, follow, correct, give","['calculate', 'time', 'complexity', 'for', 'function', 'look', 'simplify', 'reduce', 'time', 'complexity', 'accessing', 'item', 'evaluate', 'mathematical', 'expression', 'traverse', 'reference']","David is calculating time complexity for his algorithm. What functions should he look at simplifying to reduce the time complexity?
"
1726,1726,2,0.096100003,"tree, binary, node, avl, search, child, root, follow, height, leaf","['follow', 'tree', 'implement']","How will the following max heap tree be implemented as an array? ie- How should it look like as an array? 10 / \ 8 11/ \ / \7 4 9 5
"
1727,1727,2,0.245800003,"tree, binary, node, avl, search, child, root, follow, height, leaf","['for', 'question', 'consider', 'follow', 'binary', 'avl', 'tree', 'if', 'insert', 'new', 'element', 'tree', 'necessary', 'balancing', 'carry', 'element', 'would', 'new', 'root', 'tree']","For this question we consider the following binary AVL tree: 10 / \ 5 17 / \ / \ 3 7 12 22 / \ / \ 11 13 21 29If we say, inserted an new element 14 to the tree, and any necessary balancing was carried out, which element would be the new root of the tree?
"
1728,1728,20,0.132799998,"method, size, input, go, exist, elementary_operation, likely, give, use, alphabetical","['go', 'add', 'array', 'number', 'empty', 'binary', 'tree', 'bad', 'term', 'search', 'time', 'if', 'input', 'array', 'unsorte', 'already', 'sort', 'search', 'whether', 'input', 'array', 'sort', 'unsorted', 'array', 'size', 'multiple']","You are going to add an array of numbers to an empty binary tree. It is worse in terms of search time if the input array is:
"
1729,1729,20,0.132699996,"method, size, input, go, exist, elementary_operation, likely, give, use, alphabetical","['go', 'add', 'array', 'number', 'empty', 'binary', 'tree', 'bad', 'term', 'search', 'time', 'if', 'input', 'array', 'unsorte', 'already', 'sort', 'search', 'whether', 'input', 'array', 'sort', 'unsorted', 'array', 'size', 'multiple']","You are going to add an array of numbers to an empty binary tree. It is worse in terms of search time if the input array is:
"
1730,1730,23,0.36559999,"hash, table, bucket, open, insert, close, key, function, slot, closed","['company', 'wish', 'create', 'for', 'transaction', 'id', 'never', 'remove', 'id', 'want', 'hash', 'table', 'minimal', 'memory', 'cache', 'good', 'type', 'hashtable', 'meet', 'requirement', 'probabilistic', 'hash', 'hash', 'overwrite', 'value', 'bucket', 'if', 'collision', 'close', 'hash', 'table', 'linear_probe', 'open', 'hash', 'table', 'coalesce', 'hash', 'open', 'hash', 'limited', 'element', 'slot']","A company wishes to create a Hashtable for all transaction IDs. They will never remove any of the IDs, and want the Hash Table to use minimal memory (and cache). What is the best type of Hashtable to meet these requirements.
"
1731,1731,36,0.233500004,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['set', 'sort', 'algorithm', 'average', 'time', 'complexity', 'case', 'insertionsort']","Which set of sorting algorithms have an average time complexity case ofT(n^2)?
"
1732,1732,35,0.216000006,"int, if, for, while, return, follow, code, mean, sum, new","['term', 'total', 'number', 'elementary_operation', 'for', 'line', 'check', 'belowpublic', 'int', 'complexity', 'int', 'result', 'for', 'int', 'for', 'int', 'result', 'return', 'result']","In terms of n, what is the total number of elementary operations for the line checking that j<i in the code below?public int complexity(int n){int result = 0;for(int i=0; i<n; i++) { for(int j=0; j<i; j++) { result = j; }}return result;}
"
1733,1733,36,0.349700004,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['follow', 'algorithm', 'would', 'take', 'thelong', 'sort', 'array', 'already', 'order', 'insertion', 'sort', 'quick', 'sort', 'bubble', 'sort', 'merge']","Which of the following algorithms would take thelongest to sort an array that is already ordered?
"
1734,1734,2,0.361499995,"tree, binary, node, avl, search, child, root, follow, height, leaf","['follow', 'valid', 'binary', 'tree', 'fine', 'valid', 'planation', 'valid', 'binary', 'tree', 'note', 'valid', 'avl', 'tree', 'balance', 'would', 'fit', 'criterion', 'gs']","Is the following a valid Binary tree: 1 \ 3 \ 5 \ 7
"
1735,1735,40,0.266400009,"number, find, take, step, item, average, many, give, second, if","['give', 'complexity', 'format', 'constant', 'long', 'would', 'take', 'run', 'algorithm', 'information', 'find', 'hence', 'answer', 'question', 'time', 'second', 'second', 'second', 'second', 'second']","Given an algorithm with a time complexity of the format a^(b*n) where a and b are constants, how long would it take to run the algorithm when n = 15?Use the information below to find a and b and hence answer the question. n time 3 3s 6 9s18 729s
"
1736,1736,36,0.260899991,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['give', 'list', 'name', 'initially', 'sort', 'alphabetical', 'order', 'first', 'name', 'however', 'want', 'change', 'sort', 'last', 'name', 'if', 'order', 'first', 'name', 'initially', 'sort', 'achieve', 'quick', 'way', 'general', 'sort', 'algorithm', 'would', 'best', 'shell', 'merge', 'sort', 'quick', 'sort', 'insertion', 'sort']","You are given a list of names that is initially sorted in alphabetical order by their first names. However you now want to change it to be sorted by their last names, and if they are the same then order them by their first names as initially sorted. To achieve this in the quickest way in general, which of the sorting algorithms would be best to use?
"
1737,1737,36,0.359299988,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['follow', 'sort', 'algorithm', 'stable', 'quick', 'sort', 'insertion', 'sort', 'selection', 'sort']","Which of the following sorting algorithms are STABLE
"
1738,1738,2,0.4736,"tree, binary, node, avl, search, child, root, follow, height, leaf","['definition', 'root', 'tree', 'child', 'leaf', 'root', 'node', 'treechild', 'node', 'point', 'current', 'nodeleaf', 'node', 'outside', 'tree', 'root', 'bottom', 'treechild', 'node', 'small', 'value', 'current', 'nodeleaf', 'child', 'root', 'top', 'treechild', 'node', 'point', 'current', 'nodeleaf', 'child', 'root', 'node', 'top', 'level', 'treechild', 'nodeon', 'level', 'current', 'nodeleaf', 'child', 'none']","What are the definitions of the ""root"" of a tree, the ""child"" of a node and a ""leaf"" node?
"
1739,1739,2,0.090099998,"tree, binary, node, avl, search, child, root, follow, height, leaf","['array', 'binary', 'search', 'find', 'data', 'apple', 'banana']","Which array can use binary search to find a data?
"
1740,1740,2,0.163000003,"tree, binary, node, avl, search, child, root, follow, height, leaf","['follow', 'property', 'fill', 'start', 'left', 'branch', 'binary', 'tree', 'prioritise', 'thing', 'order', 'importance', 'top', 'level', 'tree', 'completely', 'fill', 'node']","Which of the following is not a property of a heap?
"
1741,1741,35,0.346500009,"int, if, for, while, return, follow, code, mean, sum, new","['thecounte', 'elementary_operation', 'follow', 'codepublic', 'sum', 'for', 'int', 'alength', 'sum', 'sum', 'return']","What is theCounting Elementary Operations T(n) of the following code?public int totalSum(int[ ] a) { int sum = 0; for (int i=0; i<a.length; i++) { sum=sum + a[i]; } return sum}(a.length = n)T(n)=? ops
"
1742,1742,36,0.254799992,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['use', 'carry', 'type', 'sort', 'algorithmvoid', 'for', 'int', 'int', 'minindex', 'for', 'if', 'selection', 'sort', 'quick', 'sort', 'merge', 'sort', 'bubble', 'sort']","The code below can be used to carry out which type of sorting algorithm?void algorithmName(int a[], int n){ for (int i = 0; i < n; i++) { int minIndex = i; for (int j = i+1; j < n; j++) { if (a[j] < a[minIndex]) minIndex = j; } swap(a, i, minIndex); }}
"
1743,1743,37,0.181400001,"remove, base, set, implementation, insert, may, allow, incorrect, entity, limited","['give', 'set', 'multiple', 'range', 'insert', 'open', 'hashmap', 'type', 'number', 'use', 'modulo', 'reduce', 'maximum', 'length', 'link', 'list', 'perfect', 'number', 'square', 'number', 'prime', 'number', 'triangle', 'number']","Given the set of all multiples of 4 in the range 1 to 10,000 to be inserted to an open hashmap, what type of number should be used as the modulo to reduce the maximum length of linked lists?
"
1744,1744,50,0.433800012,"element, add, index, end, move, place, ie, first, assume, contain","['contain', 'bucket', 'hash', 'index', 'alphabet', 'first', 'letterfor', 'example', 'animal', 'boat', 'bucket', 'determine', 'hashcode', 'number', 'bucketseg', 'animal', 'would', 'place', 'bucket', 'index', 'if', 'add', 'word', 'play', 'everyday', 'word', 'bucket', 'hash', 'table', 'play', 'everyday', 'play', 'everyday', 'play', 'everyday', 'play', 'everyday', 'play', 'everyday']","Misha has an open Hashtable containing 4 buckets. He hashes a word by:Hashcode = Length of word + index in alphabet of the first letterFor example, ""animal"" = 6 + 1 = 7Or ""boat"" = 4 + 2 = 6The bucket is determined by hashcode % the number of buckets.E.g. ""animal"" would be placed in the bucket with index 3If Misha adds the words:""i"", ""play"", ""pokemon go"", ""everyday""What words are in each of the buckets in the hash table?
"
1745,1745,2,0.289700001,"tree, binary, node, avl, search, child, root, follow, height, leaf","['compute', 'tree', 'statement', 'true', 'leaf', 'node', 'connection', 'node', 'binary', 'tree', 'store', 'possible', 'value', 'node', 'may', 'number', 'child', 'child', 'node', 'small', 'value', 'parent']","In a computing ""tree"", which of these statements are true?
"
1746,1746,47,0.244800001,"represent, graph, follow, exactly, apply, way, direct, give, distance, path","['associate', 'awhat', 'for', 'graph', 'showing', 'node', 'areexactly', 'edges_apart', 'nan']","Here is a graph's associated adjacency matrix, A.What is the adjacency matrix for this graph showing which nodes areexactly two edges apart?
"
1747,1747,29,0.374500006,"for, time, complexity, search, runtime, function, none, follow, correct, give","['search', 'fastest', 'assume', 'list', 'search', 'presorte', 'uniformly', 'distribute', 'linear', 'search', 'binary', 'search', 'interpolation', 'search', 'exponential', 'search', 'jump', 'search']","Which of these searches is the fastest (assuming the list it's searching is presorted and uniformly distributed)?
"
1748,1748,36,0.443500012,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['state', 'follow', 'list', 'sort', 'sort', 'stable', 'selection', 'insertion', 'bubble', 'none', 'insertion', 'bubble', 'merge', 'selection', 'insertion', 'merge', 'insertion', 'bubble']","State from the following list of sorts, all the sorts which are stable.- Selection- Insertion- Bubble- Merge- Heap
"
1749,1749,52,0.163100004,"order, traversal, tree, post, follow, pre, level, output, use, traverse","['give', 'input', 'for', 'avl', 'tree', 'select', 'correct', 'output', 'use', 'post', 'order']","Given 15, 21, 11, 7, 24, 1, 13, 12, 9 as the input for a AVL tree, select the correct output when using Post-Order Transversal:
"
1750,1750,2,0.1127,"tree, binary, node, avl, search, child, root, follow, height, leaf","['search', 'list', 'size', 'would', 'efficient', 'quicksort', 'perform', 'binary', 'search', 'instead']","At what number, x, of linear searches on a list of size n would it be more efficient to quicksort and perform binary searches instead?
"
1751,1751,35,0.325300008,"int, if, for, while, return, follow, code, mean, sum, new","['random', 'new', 'random', 'total', 'int', 'int', 'for', 'int', 'randomnextint', 'int', 'for', 'int', 'while', 'total', 'return', 'total']","What is the time complexity of the code below?:int 2bAlgo(int n) { Random random = new Random(); int total = 0; int[] b = new int[n]; for(int i = 0; i < n; i++) { b[i] = random.nextInt(n); } int j = 0; for(int i = 0; i < 200; i++) { j = n; while(j > 0) { total += j; j = j / 2; } } return total + b[j];}
"
1752,1752,57,0.371499985,"need, top, last, much, tell, company, operate, copy, push, stock","['day', 'shrek', 'walk', 'around', 'swamp', 'feel', 'like', 'singe', 'wanted', 'sing', 'star', 'thought', 'trail', 'forgot', 'rest', 'help', 'decide', 'make', 'binary', 'tree', 'word', 'remember', 'tell', 'type', 'tree', 'traversal', 'output', 'tell', 'preorder', 'tree', 'tree', 'traversal', 'level', 'order', 'tree', 'traversal']","One day Shrek was walking around his swamp and felt like singing. He wanted to sing All Star by Smash Mouth but his thoughts trailed off and he forgot the rest. So to help he decided to make a binary tree with the words he remembered: SOMEBODY / \ ONCE TOLD / MEwhich type of tree traversal will output ""SOMEBODY ONCE TOLD ME...""?
"
